name,online_order,book_table,ratings(out of 5),votes,location,dish_liked,cuisines,cost(2 People)
Rim Naam - The Oberoi,No,No,4.6,988,MG Road,"Seafood Soup, Mocktails, Mushroom Salad, Thai Salad, Wine, Jasmine Rice, Thai Red Curry",Thai,3000
Hard Rock Cafe,No,Yes,4.5,5290,St. Marks Road,"Burgers, Cocktails, Legendary Hrc Burger, Nachos, Sandwiches, Bloody Mary, Mocktails","American, BBQ",2500
MISU,Yes,Yes,4.5,1258,St. Marks Road,"Sushi, Dumplings, Khau Suey, Noodles, Cocktails, Virgin Mojito, Drunken Beef","Asian, Japanese, Korean, Indonesian, Malaysian, Singaporean",1700
Church Street Social,Yes,No,4.3,7584,Church Street,"Paneer Biryani, Cocktails, Mocktails, Nachos, Taco Soup, Pork Ribs, Hot Dog","American, North Indian, Chinese, Finger Food, Momos",1500
Fava,No,Yes,4.4,2055,Lavelle Road,"Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab",1200
Oh! Calcutta,Yes,Yes,4.5,1142,Church Street,"Fish, Curry Crab, Mocktails, Luchi, Kosha Mangsho, Sea Food, Daab Chingri","Bengali, Seafood",1200
Soda Bottle Opener Wala,Yes,Yes,4.4,3727,Lavelle Road,"Okra, Pancakes, Cocktails, Berry Pulao, Kanda Bhajiya, Brownie Chocolate, Kulfi","Parsi, North Indian",1300
Toast & Tonic,No,Yes,4.6,1095,Richmond Road,"Cocktails, Salads, Pork Ribs, Tomato Soup, Burgers, Mushroom Toast, Cheesecake","European, Asian",1500
The Bar Stock Exchange,No,No,4.2,650,St. Marks Road,"Sangria, Chole, Cocktails, Pizza, Nachos, Noodles, Fish","Continental, Chinese, North Indian, Finger Food",1300
Cafe Azzure,Yes,Yes,4.2,2747,MG Road,"Pasta, Wedges, Pizza, Nachos, Mocktails, Burgers, Thick Shakes","Cafe, Continental, Italian, Burger",1200
Samarkand,No,Yes,4.1,2051,Infantry Road,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan","North Indian, Mughlai",1600
The Bangalore Cafe,Yes,Yes,4.2,525,Shanti Nagar,"Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages",800
The Biere Club,Yes,Yes,4.3,3498,Lavelle Road,"Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer","Continental, BBQ, Finger Food",1700
Smoke House Deli,Yes,No,4.6,2521,Lavelle Road,"Cocktails, Burgers, Salads, Veg Burger, Peri Chicken, Pasta Alfredo, Hazelnut Mousse Flan","European, Italian, Desserts, Salad, Juices, Steak",1600
Carnatic,No,Yes,4.1,193,Church Street,"Guntur Chicken Biryani, Thali, Andhra Chilli Chicken, Raita, Kothu Paratha, Coconut Mousse, Tender Coconut Payasam","South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",1000
Spice Terrace - JW Marriott,No,Yes,4.3,772,Lavelle Road,"Chicken Tikka, Faluda, Raita, Tarkari Biryani, Lamb, Butter Naan, Fish","North Indian, Seafood",3000
SkyDeck By Sherlock's,No,Yes,4.2,1472,MG Road,"Salad, Beer, Nachos, Chicken Wings, Onion Rings, Chilli Paneer, Roti","Continental, Chinese, Finger Food, North Indian",1500
Portland Steakhouse & Cafe,Yes,Yes,4.3,2053,MG Road,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads","Steak, Italian, Continental, American, Burger, BBQ, Salad",1500
Koshy's,No,No,3.8,2332,St. Marks Road,"Coffee, Kulfi, Beef Steak, Chocolate Shake, Sandwiches, Beer, Omelette","South Indian, North Indian, Chinese, Beverages",700
Sanchez,No,No,4.3,1051,Lavelle Road,"Nachos, Cocktails, Tacos, Prawn Taquitos, Churros, Chimichangas, Enchiladas","Mexican, Tex-Mex",1500
1Q1,No,Yes,4.3,611,Infantry Road,"Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Octopus Takoyaki","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese",2500
The Only Place,Yes,Yes,4.2,2938,Church Street,"Steak, Burgers, Meatballs, Apple Pie, Salads, Bruschettas, Chicken Sizzler","Italian, American, Steak, Continental, BBQ, Salad",1000
Tandoor,Yes,Yes,3.9,1377,MG Road,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",North Indian,2100
RockSalt,Yes,Yes,4.4,502,St. Marks Road,"Roti, Cocktails, Chicken Biryani, Paratha, Dahi Ke Kabab, Jalebi, Chicken Tikka",Modern Indian,1900
Hae Kum Gang,No,Yes,4.4,1211,Brigade Road,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese",1100
Double Decker,No,Yes,4.3,2741,Brigade Road,"Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian",1300
Mainland China,Yes,Yes,4.5,1431,Church Street,"Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos",Chinese,1700
Caperberry,No,Yes,4.6,1439,Lavelle Road,"Salads, Martini, Tiramisu, Caviar, Ravioli, Cocktails, Wine","Spanish, Italian, Mediterranean, European, Salad",2200
Rasovara,Yes,Yes,4.3,772,Lavelle Road,"Thali, Aamras, Malpua, Dal Bati, Lassi, Plain Rice, Buttermilk","Rajasthani, North Indian",1400
Toscano,Yes,Yes,4.4,1854,Lavelle Road,"Pizza, Pasta, Pepperoni, Wine, Salads, Chicken Bruschetta, Tiramisu","Italian, Salad",1500
Truffles,No,No,4.5,3599,St. Marks Road,"Burgers, Pasta, Cheese Burger, Mocktails, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak",900
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,Yes,Yes,4.4,726,MG Road,"Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental",1700
Hoppipola,No,No,4.3,1749,Church Street,"Masala Peanuts, Cocktails, Pasta, Paratha, Pizza, Burgers, Brownie","Continental, Mediterranean, European",1300
The White Room - Coffee & Kitchen,No,Yes,4.1,1750,Church Street,"Mushroom Quiche, Chicken Quiche, Coffee, Caramel Frappe, Espresso, Chocolate Milkshake, Tea","Cafe, Continental, American, Desserts",1000
Tree Tops Bar & Kitchen,No,Yes,4.4,152,Lavelle Road,"Cocktails, Peri Peri Chicken Burger, Pasta, Brownie, Jalapeno Poppers, Mocktails, Basil Pesto","North Indian, Chinese, Continental, Italian",1000
Matteo Coffea,No,No,4.4,2652,Church Street,"Coffee, Pasta, Donut, Salads, Choco Brownie Shake, Tiramisu Cheesecake, Sandwiches",Cafe,600
Sakae Japanese Restaurant,No,Yes,4.3,537,Shanti Nagar,"Sushi, Miso Soup, Steak, Ramen, Tea, Rolls, Tempura",Japanese,1400
Chianti,No,Yes,4.4,314,MG Road,"Pizza, Seafood Pasta, Panna Cotta, Tiramisu, Lasagne, Ravioli, Virgin Sangria",Italian,1500
Alba - JW Marriott Bengaluru,No,Yes,4.4,578,Lavelle Road,"Pizza, Tiramisu, Pasta, Lobster, Risotto, Panna Cotta, Salad",Italian,4000
Empire Restaurant,Yes,No,4.4,2162,Brigade Road,"Brain Fry, Butter Chicken, Chicken Manchurian, Mutton Biryani, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani","North Indian, Mughlai, South Indian, Chinese",750
The Barn - Bar & Kitchen,No,Yes,4.2,263,Brigade Road,"Beer, Cocktails","American, North Indian, Chinese",1500
Easy Tiger,No,No,4.3,2282,Church Street,"Peri Peri Chicken, Burgers, Cocktails, Beef Steak, Draught Beer, Chicken Sandwich, Peri Fries","Finger Food, Continental",1100
Capri Gastrobar,No,Yes,4.3,301,St. Marks Road,"Cocktails, Peri Peri Wings, Brownie, Tempura Prawns, Burgers, Mezze Platter, Pizza","Mediterranean, Italian, Asian",1200
Cafe Mozaic - Taj MG Road Bengaluru,No,Yes,4.1,568,MG Road,"Paneer Lababdar, Sandwiches, Oysters, Paratha, Coffee, Jeera Rice, Biryani","North Indian, Italian, South Indian, Continental, Cafe, Salad",2500
BBQ'D - Global Grill & Brewery,No,No,4.3,469,Lavelle Road,"Chicken Kebab, Butter Chicken, Papdi Chaat, Pizza, Dahipuri, Cocktails, Rice Kheer","BBQ, North Indian",1500
Cafe Noir,No,Yes,4.2,2080,Lavelle Road,"Coffee, Sandwiches, Mushroom Pasta, Mocktails, Creme Brulee, Burgers, Salads","European, French, Salad",1500
Salvadores,No,Yes,4.4,198,MG Road,"Wine, Salad, Steak, Coffee, Pork Chops","Mediterranean, Continental, French, Italian",2000
Bangalore Pub Exchange,No,Yes,4.2,226,MG Road,"Pizza, Fish, Cocktails, Cosmopolitan, Pasta Alfredo, Brownie Chocolate, Potli Biryani","Continental, Finger Food, Pizza, North Indian",1000
The Open Box,Yes,Yes,4.2,2290,St. Marks Road,"Cocktails, Mocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Margarita, Sangria","European, North Indian, Mediterranean, Asian, Salad",1400
Sriracha,No,No,4.3,699,Lavelle Road,"Noodles, Laksa, Cocktails, Dumplings, Sangria, Momos, Sushi","Thai, Chinese, Indonesian, Asian, Momos",1500
Russh Gastropub,No,No,4.2,1354,Church Street,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Chicken Bbq Wings","Continental, Italian, Burger",1100
Smally's Resto Cafe,Yes,No,4.2,3581,Church Street,"Burgers, Snicker Shake, Thick Shakes, Pasta, Chicken Wings, Peri Fries, Peri Peri Chicken Burger","Cafe, Italian, Burger, American, Steak",650
BLOW,Yes,Yes,4.3,972,Church Street,"Mocktails, Pasta, Burgers, Sandwich, Salsa, Salad, Hazelnut Frappe","Cafe, Continental, American, Burger",750
20 Feet High,Yes,Yes,4.0,940,Church Street,"Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad",1000
Hotel Tom's Restaurant,Yes,Yes,4.4,725,Richmond Road,"Appam, Sea Food, Fry Prawns, Dal Fry, Fish, Chicken Curry, Murgh Ghee Roast","Mangalorean, Seafood, Chinese, North Indian",1000
Mahjong Room - WelcomHotel Bengaluru,No,Yes,4.4,136,Richmond Road,"Chocolate Cookies, Cocktails, Fudge Sundae, Jasmine Rice, Gong Bao Chicken, Date Pancakes, Golden Fried Prawns",Chinese,1200
Kebabs & Kurries - ITC Gardenia,No,Yes,4.3,365,Richmond Road,"Dal Bukhara, Biryani, Fish, Gulab Jamun, Kulfi, Warqi Parantha, Raan","North Indian, Mughlai",3500
Laughing Llama Gastropub,Yes,Yes,4.2,415,Brigade Road,"Pancakes, Cocktails, Biryani, Draught Beer, Long Island Iced Tea, Nachos, Mocktails","Finger Food, Continental, Pizza",1600
Kobe Sizzlers,Yes,No,4.1,1136,Brigade Road,"Sizzler Brownie, Steak, Potato Mash, Caramel Custard, Pasta, Spicy Chicken Sizzler, Spaghetti","American, Continental, Fast Food, Steak",1500
Coconut Grove,No,Yes,3.9,685,Church Street,"Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","South Indian, Chettinad, Kerala, Seafood",1200
Plan B,No,No,4.1,4448,Brigade Road,"Burgers, Beer, Veg Lasagna, Peri Peri Chicken Wings, Barbecue Wings, Sandwiches, Beef Steak","American, Continental, BBQ, Steak",1200
Smaaash,No,Yes,4.2,551,MG Road,"Pizza, Nachos, Draught Beer, Pasta, Brownie, Potli Biryani, Mojito","North Indian, Pizza, Chinese",1500
Season - Adarsh Hamilton,No,Yes,4.3,331,Richmond Road,"Fish, Pepper Corn, Salads, Mutton Biryani, Lunch Buffet, Apple Pie, Dahi Vada","North Indian, Chinese, South Indian, Continental",1200
Roomali,No,Yes,4.0,184,Church Street,"Tandoori Chicken, Rumali Roti, Butter Chicken, Malai Kofta, Chicken Curry, Palak Paneer, Chicken Biryani",North Indian,1300
Pecos Classic,No,Yes,4.1,560,Brigade Road,"Murgh Ghee Roast, Fried Rice, Draught Beer, Beef Chilli, Chicken Curry, Fish Fingers, French Fries",Finger Food,1100
Little Green Cafe,No,No,4.3,797,Church Street,"Spaghetti, Mezze Platter, Bombay Sandwich, Tomato Ragout, Mushroom Sandwich, Thai Green Curry, Tea","Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900
Le Rock,Yes,No,4.1,1222,Brigade Road,"Cocktails, Pizza, Murgh Platter, Draught Beer, Veg Platter, Chicken Wings, Fries","Continental, Chinese",2000
Cafe Mangii,Yes,Yes,4.3,1055,Lavelle Road,"Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza",1600
Qissa Khawani,Yes,No,4.3,335,Church Street,"Lassi, Paratha, Chicken Tikka, Mutton Pulao, Dal Makhani, Garlic Naan, Kheer","North Indian, Mughlai",800
Ging - Royal Orchid Central,Yes,Yes,4.4,232,MG Road,"Paneer Satay, Beer, Creme Brulee, Crispy Prawns",Asian,2000
Memories of China - Taj MG Road Bengaluru,No,Yes,4.3,457,MG Road,"Crispy Prawns, Momos, Cocktails, Pan Fried Noodles, Chocolate Cake, Veg Dim Sums, Dumplings","Chinese, Momos",3000
Wolf'ish,Yes,No,4.1,488,Church Street,"Burgers, Peri Peri Chicken, Fries, Mojito, Bbq Chicken Pizza, Mozzarella Sticks, Pasta","Cafe, American, Italian, Pizza, Burger",700
Somilan Steak House,No,No,4.3,544,Church Street,"Salads, Beef Steak, Tiramisu, Pork Chops, Crispy Pork, Chicken Salad, Wine","North Eastern, Asian, Naga, Steak, Momos",800
Ice - Taj MG Road Bengaluru,No,Yes,4.1,612,MG Road,"Cocktails, Paneer Tikka, Beer",Continental,2800
Kabab Korner,Yes,No,3.9,207,St. Marks Road,"Rolls, Chilli Chicken, Biryani, Seekh Kebab, Naan, Rumali Roti, Burgers","North Indian, Chinese, Fast Food",650
The Egg Factory,Yes,No,4.2,1773,St. Marks Road,"Omelette, French Toast, Bun Masala, Pasta, Egg Pav Bhaji, Fajitas, Paneer Wrap","Continental, American",750
Pizza Hut,Yes,No,3.8,390,Brigade Road,"Mocktails, Garlic Bread, Potato Wedges, Pasta, Cheesy Pizza, Fries, Paneer Pizza","Pizza, Fast Food",750
Fusion Lounge,No,No,2.0,398,Brigade Road,"Dance Floor, Dj",Finger Food,1500
Chugg,No,Yes,4.0,752,Church Street,"Beer, Butter Garlic Prawns, Potato Wedges, Nachos, Pasta, Cocktails, Burgers","Finger Food, Continental, Asian, North Indian",1100
WYT RestroPub,No,No,2.6,408,MG Road,"Tandoori Chicken, Onion Rings, Masala Peanuts, Draught Beer, Panneer Butter Masala, Cocktails","North Indian, Chinese",1000
Thai House,Yes,No,4.3,131,Brigade Road,"Tom Yum Soup, Fish, Salad",Thai,700
MTR 1924,No,No,4.2,703,St. Marks Road,"Filter Coffee, Rava Idli, Rava Masala Dosa, Vada, Raagi Dosa, Podi Dosa, Badam Halwa",South Indian,300
Shyvan Restaurant,Yes,No,3.7,84,Shanti Nagar,"Mutton Biryani, Noodles, Butter Chicken, Naan, Panneer Butter Masala","North Indian, Chinese",500
Swathi Deluxe Restaurant,Yes,No,2.9,75,Shanti Nagar,"Biryani, Chicken Kebab, Andhra Meal, Lime Soda",North Indian,500
Cafe Treat - The Pride Hotel,Yes,No,4.1,119,Richmond Road,"Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","Continental, Asian, Italian",1000
Fatso's,Yes,No,3.8,74,Brigade Road,"Sandwich, Garlic Bread, Brownie, Potato Wedges, French Fries","Cafe, American, Italian, Burger",650
South Parade - The Chancery Hotel,No,No,3.1,122,Lavelle Road,"Breakfast Buffet, Salads","North Indian, Continental, Chinese",1200
The Chariot,Yes,No,2.9,50,Brigade Road,"Masala Dosa, Panneer Butter Masala, Thali","South Indian, North Indian, Chinese",350
Aqua - The Park Bangalore,No,Yes,4.0,197,MG Road,"Cocktails, Mai Thai, Pizza, Lemon Basil Chicken","North Indian, Mediterranean, Chinese",3000
Strikers Sports Bar and Music,No,Yes,3.8,73,Shanti Nagar,Beer,"Continental, North Indian, Chinese",1200
Yak's Kitchen,No,No,4.0,166,Brigade Road,"Noodles, Thukpa, Chowmein, Beef Momos, Veg Momos, Cheese Momos","Chinese, Tibetan, Momos",400
Bar UNO - JW Marriott Bengaluru,No,No,3.9,73,Lavelle Road,"Cocktails, Pizza",Spanish,2500
Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,135,St. Marks Road,"Pizza, Pasta, Waffles, Sandwich, Apple Pie, Sandwiches, Burgers","Italian, Fast Food",800
Rahhams,Yes,No,2.6,313,Shanti Nagar,"Mutton Biryani, Shawarma, Mutton Chops, Pahadi Kebab, Chicken Kebab, Mango Shake, Rolls","Mughlai, North Indian, Chinese",700
Curry with a 'K' - St. Mark's Hotel,No,No,3.9,90,St. Marks Road,"Salad, Apple Tart, Salads, Vada, Idli, Dhokla, Pasta","North Indian, Mughlai, Hyderabadi",1400
Beijing Bites,Yes,No,3.8,266,Richmond Road,"Manchurian, Noodles, Chop Suey, Basil Chicken, Triple Schezwan, Dragon Chicken, Schezwan Rice","Chinese, Thai",850
Wazir's,Yes,No,3.3,262,Shanti Nagar,"Biryani, Butter Chicken, Butter Naan, Kalmi Kebab, Roti, Rolls, Fried Rice","North Indian, Chinese",500
Canopy,No,No,3.0,108,MG Road,Gulab Jamun,"North Indian, Continental, Chinese",800
Cafe @ Elanza,No,No,3.7,145,Richmond Road,"Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe",1000
Tempura Restaurant,No,No,3.9,122,Brigade Road,"Chicken Manchurian, Thukpa, Chicken Momo, Veg Momos, Tea, Veg Thupka","Japanese, Chinese, Tibetan, Momos",500
White Plate,No,Yes,4.2,264,MG Road,"Cocktails, Tom Yum Soup, Lobster Bisque, Lobster Risotto, Pulled Pork, Lamb, Asparagus Risotto","Thai, Continental, North Indian",1500
Sunehri,No,No,3.8,67,Richmond Road,"Buttermilk, Thali, Breakfast Buffet, Vada, Pongal",South Indian,500
Funjabi,No,No,3.5,140,Church Street,"Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer",North Indian,600
Baahubelly,No,No,3.7,68,Brigade Road,"Biryani, Tea, Rice, Appam","South Indian, North Indian",500
Alibi - Maya International Hotel,No,No,1.8,225,Church Street,Dj,"North Indian, Continental, Chinese",1200
Nagashree's,No,No,2.9,46,Shanti Nagar,"Biryani, Mutton Chops","South Indian, North Indian, Fast Food",550
Vinny's,Yes,No,3.9,218,Brigade Road,"Pizza, Pasta, Mozzarella Sticks, Mocktails, Tiramisu, Fries, Salad","Pizza, Italian, Continental, Desserts",800
Soul City,No,No,3.8,217,Lavelle Road,"Pasta, Salads, Mousse, Brownie, Chicken Sandwich, Fish Grill, Lunch Buffet","Italian, Chinese, Continental, North Indian, Seafood, Thai",2000
The Coffee Bean & Tea Leaf,Yes,No,3.8,263,MG Road,"Coffee, Sandwiches, Blueberry Muffin, Pancakes, Espresso, Cappuccino, Cheesecake",Cafe,700
Bon Sante,No,No,3.6,104,Brigade Road,"Burgers, Sandwiches, Fries, Pasta, Tea, Chicken Curry, Fried Rice","Cafe, Continental, Italian",800
Glen's Bakehouse,Yes,No,4.4,1115,Lavelle Road,"Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts",600
Dunkin' Donuts,Yes,No,4.0,1087,Brigade Road,"Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food",550
Airlines Hotel,Yes,No,4.0,872,Lavelle Road,"Masala Dosa, Chole, Filter Coffee, Tea, Vada, Idli, Upma","South Indian, North Indian, Street Food",400
Siddiqu Kabab Center,No,No,4.4,181,Richmond Road,"Rolls, Beef Kabab, Seekh Kebab, Seekh Roll","Kebab, Rolls",250
The Bundle Co.,Yes,No,4.4,232,MG Road,"Burgers, Salad, Mocktails, Pasta Arrabiata, Fries, Nutella Cheesecake, Teriyaki Chicken Wings","Burger, Continental, Italian, Beverages",700
Indian Coffee House,No,No,4.0,1223,Church Street,"Mutton Cutlets, Masala Dosa, Filter Coffee, Omelette, Vada, Scrambled Eggs, Hot Coffee",South Indian,200
Siddappa Hotel,No,No,4.1,274,Richmond Road,"Masala Dosa, Idli, Kali Dosa, Ghee Khali Dosa, Tomato Rice, Set Dosa, Ghee Rice",South Indian,150
Lakeview Milkbar,No,No,4.0,1469,MG Road,"Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages",450
eat.fit,Yes,Yes,4.1,121,Church Street,"Biryani, Tea","Healthy Food, North Indian, Biryani, Continental, Desserts",300
Leon Grill,Yes,No,4.2,288,St. Marks Road,"Burgers, Fries, Peri Peri Chicken, Nachos, Wings, Rolls, Tandoori Burger","Burger, Fast Food",500
Kentacky Chicken Corner,No,No,4.0,109,Richmond Road,"Chicken Curry, Biryani, Chilli Chicken, Fry Prawns, Chicken Kebab","Andhra, South Indian",300
Nisarga Garden,No,No,4.0,90,Infantry Road,"Akki Rottis, Rumali Roti, Masala Dosa, Vada, Raagi Roti, Rava Idli, Coffee","South Indian, Chinese, Street Food, Juices",300
KFC,Yes,No,3.8,201,Brigade Road,"Burgers, Ginger Chicken, Virgin Mojito, Crispy Chicken, Rice Bowl, Popcorn","Burger, Fast Food",450
Stars 'N' Stripes,No,No,2.7,77,MG Road,"Burgers, Biryani","North Indian, Chinese, Fast Food",500
Hotel Fanoos,Yes,No,4.0,790,Richmond Road,"Rolls, Shawarma, Chicken Shawarama, Beef Shwarma, Haleem, Beef Seekh Roll, Chicken Roll","Arabian, Biryani, Rolls, Kebab",400
Domino's Pizza,Yes,No,3.9,121,MG Road,"Pizza, Garlic Bread","Pizza, Fast Food",400
Mathsya Darshini,No,No,3.2,58,Lavelle Road,"Sea Food, Fish Fry, Fish Curry, Fish Kebab, Buttermilk, Fry Prawns, Ragi Mudde","Seafood, Mangalorean",350
Taste Of Tibet,No,No,4.1,343,Brigade Road,"Thukpa, Vegetable Noodles, Steam Chicken Momos, Chowmein, Chicken Shaptra, Chicken Manchurian, Dumplings","Tibetan, Chinese, Momos",300
SGS Non Veg - Gundu Pulav,Yes,No,3.9,56,St. Marks Road,Chilli Chicken,"Biryani, Fast Food",400
McDonald's,Yes,No,3.9,119,MG Road,"Burgers, French Fries, Maharaja Chicken Burger, Mc Flurry","Burger, Fast Food",500
Subway,No,No,2.8,64,Brigade Road,Sandwich,"Healthy Food, Sandwich, Salad",500
Donne Biriyani Mane,Yes,No,3.4,64,Church Street,"Donne Biryani, Mutton Biryani","Biryani, Kebab",400
Vasudev Adiga's,No,No,3.4,60,Church Street,"Masala Dosa, Filter Coffee","South Indian, North Indian, Chinese, Street Food",250
Burger King,Yes,No,3.6,91,Brigade Road,"Burgers, Fries, Chicken Crisp Burger","Burger, Fast Food, Beverages",600
Hammered,Yes,Yes,4.6,4841,Cunningham Road,"Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe",1300
Caraway Kitchen - Conrad Bengaluru,No,Yes,4.3,166,Ulsoor,"Pasta, Pizza, Appam, Pancakes, Chaat, Fish, Masoor Dal","American, Continental, North Indian, South Indian",2800
Tiamo - Conrad Bengaluru,No,Yes,4.2,145,Ulsoor,"Ratatouille, Pizza, Tiramisu, Pasta, Wild Mushroom Risotto, Cocktails","Italian, Mediterranean",2500
